id,name,type,typecode,biztype,address,gcj02_x,gcj02_y,wgs84_x,wgs84_y,tel,pname,cityname,adname,大类,中类,小类
BZ7PP5020Q,务庄收费站(S16佛清从高速入口南向),道路附属设施;收费站;收费站,180200,[],南海区,113.006366,23.040892,113.00107937267224,23.04359222248919,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7RP500I6,桂和收费站(S8广佛肇高速入口西向),道路附属设施;收费站;收费站,180200,[],南海区,113.097961,23.215205,113.09245805180046,23.2176690190074,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7RP500IE,收费站(S8广佛肇高速出口大沥方向),道路附属设施;收费站;收费站,180200,[],南海区,113.094774,23.214024,113.08927216231,23.216488678343083,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7QP500W6,松岗收费站(S55广三高速出口),道路附属设施;收费站;收费站,180200,[],南海区,113.107571,23.125359,113.10207401374248,23.12785892093837,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFH559AN,禅城收费站(S15广佛高速入口),道路附属设施;收费站;收费站,180200,[],张槎互通古北楼西侧约150米,113.065428,23.034947,113.05997122614016,23.03750684326092,[],广东省,佛山市,禅城区,道路附属设施,收费站,收费站
B0FFGQ6WHG,禅城收费站(S15沈海高速广州支线出口),道路附属设施;收费站;收费站,180200,[],禅城区,113.065134,23.034729,113.05967778014016,23.037289365929624,[],广东省,佛山市,禅城区,道路附属设施,收费站,收费站
BZ7SP600WH,中信大道收费站(S47广佛江珠高速出口三水方向),道路附属设施;收费站;收费站,180200,[],南海区,113.142545,23.269441,113.13706977191649,23.271925531391304,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7SP600X5,中信大道收费站(S47广佛江珠高速入口南向),道路附属设施;收费站;收费站,180200,[],南海区,113.141285,23.270651,113.13580784071972,23.273133222175268,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7SP600WJ,中信大道收费站(S47广佛江珠高速入口北向),道路附属设施;收费站;收费站,180200,[],南海区,113.134687,23.291163,113.12919946870086,23.29362971631702,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7SP600WI,中信大道收费站(S47广佛江珠高速出口江门方向),道路附属设施;收费站;收费站,180200,[],南海区,113.134773,23.288755,113.12928574231763,23.29122251155325,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7RP500I5,桂和收费站(S8广佛肇高速出口大沥方向),道路附属设施;收费站;收费站,180200,[],南海区,113.113262,23.222087,113.10776029930445,23.22455351813986,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7RP500KS,桂和收费站(S8广佛肇高速入口东向),道路附属设施;收费站;收费站,180200,[],南海区,113.113786,23.22164,113.10828457574968,23.22410700826222,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7QP60218,盐南公路收费站(S47广佛江珠高速入口南向),道路附属设施;收费站;收费站,180200,[],南海区,113.159756,23.145012,113.1543178222912,23.147569848350145,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7QP6021L,盐南公路收费站(S47广佛江珠高速出口花都方向),道路附属设施;收费站;收费站,180200,[],南海区,113.160374,23.143969,113.1549370059703,23.14652839626804,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7PP601H9,佛平路收费站(S47广佛江珠高速出口),道路附属设施;收费站;收费站,180200,[],南海区,113.171712,23.04129,113.166302881392,23.043913336993946,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7PP601GU,佛平路收费站(S47广佛江珠高速入口),道路附属设施;收费站;收费站,180200,[],南海区,113.172563,23.040883,113.16715550044412,23.043508123855148,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7RP60182,盐南公路收费站(S47广佛江珠高速出口广州方向),道路附属设施;收费站;收费站,180200,[],南海区,113.166946,23.164789,113.16151964388908,23.16735256344479,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGQB31U,罗城收费站(S15广佛高速入口东北向),道路附属设施;收费站;收费站,180200,[],南海区,113.137583,23.125491,113.13211055874272,23.128019667287283,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7QP6021K,盐南公路收费站(S47广佛江珠高速入口花都方向),道路附属设施;收费站;收费站,180200,[],南海区,113.167323,23.163749,113.16189741472115,23.16631367266647,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGCXF0J,大沥收费站(S15广佛高速出口),道路附属设施;收费站;收费站,180200,[],南海区,113.129747,23.109345,113.12426604031228,23.111869824702342,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFG3A84L,大沥收费站(S15广佛高速入口),道路附属设施;收费站;收费站,180200,[],南海区,113.130053,23.109228,113.12457238648348,23.111753246112347,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGQ8ZDM,上亨收费站(S15广佛高速出口),道路附属设施;收费站;收费站,180200,[],南海区,113.128479,23.129549,113.12299529757765,23.132064094442946,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFG3A5C2,上亨收费站(S55广三高速入口),道路附属设施;收费站;收费站,180200,[],南海区,113.128304,23.129691,113.12282010358838,23.1322058321132,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGQ8FGE,仙涌收费站(S5广台高速东向),道路附属设施;收费站;收费站,180200,[],顺德区,113.199735,22.979446,113.1943798174388,22.982146334392407,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7OP601CQ,仙涌收费站(S5广台高速入口番禺方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.198689,22.979456,113.19333215354771,22.98215464526118,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7MP600WO,冲鹤收费站(S47广佛江珠高速出口江门方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.192787,22.803658,113.18743211201458,22.806417317554867,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7MP600WS,冲鹤收费站(S47广佛江珠高速入口),道路附属设施;收费站;收费站,180200,[],顺德区,113.19579,22.799882,113.19044041128414,22.802647754154467,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7OP601CP,潭洲会展收费站(S47广佛江珠高速出口高明方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.170742,22.947765,113.16533736256709,22.950426751523825,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7MP600WW,冲鹤收费站(S47广佛江珠高速出口大良方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.196694,22.797616,113.1913460502744,22.800384052536984,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7MP600WA,冲鹤收费站(S47广佛江珠高速入口),道路附属设施;收费站;收费站,180200,[],顺德区,113.192075,22.797005,113.18671933581072,22.79976541403686,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B02F508QZA,勒流服务区,道路附属设施;服务区;高速服务区,180300,[],勒流镇众涌村南二环高速,113.164916,22.842369,113.15950761767084,22.8450625492448,[],广东省,佛山市,顺德区,道路附属设施,服务区,高速服务区
BZ7OP601CK,陈村收费站(S47广佛江珠高速入口高明方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.176185,22.972218,113.17078888989374,22.974879591068685,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B02F508QZB,勒流服务区,道路附属设施;服务区;高速服务区,180300,[],顺德区,113.164969,22.840974,113.15956080864942,22.84366817763201,[],广东省,佛山市,顺德区,道路附属设施,服务区,高速服务区
BZ7OP601CN,潭洲会展收费站(S47广佛江珠高速入口花都方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.171354,22.947645,113.16595051373189,22.950307961766224,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7MP600X6,冲鹤收费站(S47广佛江珠高速出口杏坛方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.194449,22.798538,113.18909726554404,22.80130196043022,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7OP601DH,西龙收费站(S47广佛江珠高速出口花都方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.177768,22.983551,113.17237407774589,22.986210694497203,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7NP601JC,华阳路收费站(S5广台高速出口良村方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.150787,22.905507,113.1453494514026,22.90814989961757,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B0G2FZ0RTG,冲鹤服务区(广佛江珠高速珠海方向),道路附属设施;服务区;高速服务区,180300,[],顺德区,113.198528,22.779938,113.19318419611136,22.782715092452936,[],广东省,佛山市,顺德区,道路附属设施,服务区,高速服务区
BZ7NP601JA,华阳路收费站(S5广台高速入口东向),道路附属设施;收费站;收费站,180200,[],顺德区,113.152059,22.904546,113.14662364270129,22.90719149564964,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7MP600ZC,冲鹤服务区(广佛江珠高速广州方向),道路附属设施;服务区;高速服务区,180300,[],顺德区,113.198885,22.781098,113.19354168969,22.78387528345782,[],广东省,佛山市,顺德区,道路附属设施,服务区,高速服务区
B0FFKWA60V,穗香水闸,道路附属设施;道路附属设施;道路附属设施,180000,[],西堤三路,113.222998,22.773303,113.2176862267871,22.77611469422927,[],广东省,佛山市,顺德区,道路附属设施,道路附属设施,道路附属设施
BZ7OP601F2,西龙收费站(S47广佛江珠高速入口江门方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.176843,22.982874,113.17144740087392,22.985532244795056,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7OP601GX,花卉大道收费站(S47广佛江珠高速出口),道路附属设施;收费站;收费站,180200,[],顺德区,113.177,22.976422,113.17160512688278,22.97908331965129,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7MP600WY,高赞收费站(S47广佛江珠高速入口北滘方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.206085,22.763931,113.2007537378476,22.76672499488787,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7LP601J6,均南收费站(S47广佛江珠高速出口均安方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.203811,22.713495,113.19847976338096,22.7163005645238,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7LP601HX,均南收费站(S47广佛江珠高速入口北滘方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.204627,22.715981,113.1992968027406,22.71878711216172,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7MP600WX,高赞收费站(二环路出口),道路附属设施;收费站;收费站,180200,[],顺德区,113.209366,22.758914,113.2040396222609,22.761714237639826,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7MP600WZ,高赞收费站(S47广佛江珠高速出口杏坛南方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.205753,22.763522,113.20042128885356,22.76631564031633,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7PP601HO,西龙收费站(三龙湾大道出口),道路附属设施;收费站;收费站,180200,[],南海区,113.173454,22.997706,113.16805107433797,23.000351439221912,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7PP601LF,西龙收费站(S47广佛江珠高速出口江门方向),道路附属设施;收费站;收费站,180200,[],南海区,113.172684,22.998396,113.16727958797466,23.001039682962155,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7MP600WV,高赞收费站(二环路出口番禺方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.205527,22.758228,113.20019531408666,22.76102298777051,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7NP601JJ,华阳路收费站(S5广台高速入口S5方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.134756,22.913913,113.1292942061111,22.916527476434343,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7NP601JB,华阳路收费站(S5广台高速出口番禺方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.134181,22.913644,113.12871850407718,22.91625780928625,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7PP601PI,收费站(三龙湾大道出口),道路附属设施;收费站;收费站,180200,[],南海区,113.173391,22.9991,113.16798786274326,23.0017447177466,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7PP601HS,季华东收费站(S47广佛江珠高速出口季华路方向),道路附属设施;收费站;收费站,180200,[],南海区,113.170132,23.014602,113.16472172750936,23.01723384751788,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7PP601HR,季华东收费站(S47广佛江珠高速入口江门方向),道路附属设施;收费站;收费站,180200,[],南海区,113.170232,23.014412,113.16482192700164,23.017044118907805,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGQ8UFE,杏坛收费站(G1508广州绕城高速出口),道路附属设施;收费站;收费站,180200,[],顺德区,113.119069,22.833314,113.1135970669076,22.835942866960018,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7PP601HZ,佛平路收费站(S47广佛江珠高速出口桂城方向),道路附属设施;收费站;收费站,180200,[],南海区,113.173216,23.026337,113.1678107019528,23.028969623129893,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFH6KC7N,杏坛收费站(G1508广州绕城高速入口),道路附属设施;收费站;收费站,180200,[],顺德区,113.118983,22.833519,113.11351099309732,22.83614771703371,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7PP601HE,佛平路收费站(S47广佛江珠高速入口江门方向),道路附属设施;收费站;收费站,180200,[],南海区,113.172498,23.028721,113.16709119839727,23.031351235398965,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7OP5020E,新桂路收费站(S5广台高速出口新桂路方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.109813,22.92782,113.10433000323458,22.93040483073063,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7OP5020D,新桂路收费站(S5广台高速入口东向),道路附属设施;收费站;收费站,180200,[],顺德区,113.10839,22.927188,113.10290665592632,22.92977243239249,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7QP500W7,松岗收费站(S55广三高速入口),道路附属设施;收费站;收费站,180200,[],南海区,113.107584,23.125154,113.10208703039125,23.12765400899936,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7LP601IN,均南收费站(S47广佛江珠高速出口江门方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.204201,22.716143,113.1988701655148,22.718948429668643,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7LP601HP,均南收费站(S47广佛江珠高速入口南向),道路附属设施;收费站;收费站,180200,[],顺德区,113.203282,22.713403,113.19794998054871,22.71620778654841,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B0FFGQ67K7,谢边收费站(S15广佛高速出口),道路附属设施;收费站;收费站,180200,[],南海区,113.106541,23.066447,113.10104783859468,23.06897100185403,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
B0FFGQ86JH,谢边收费站(桂丹路出口),道路附属设施;收费站;收费站,180200,[],南海区,113.106821,23.066533,113.101327878837,23.069057067924152,[],广东省,佛山市,南海区,道路附属设施,收费站,收费站
BZ7LP601IH,新联收费站(S47广佛江珠高速出口顺德高新区方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.212763,22.73716,113.2074424659951,22.73997139740916,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7LP601JR,新联收费站(S47广佛江珠高速入口江门方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.212318,22.737166,113.20699690745766,22.73997682208987,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7LP6019Q,均安收费站(S20广中江高速出口),道路附属设施;收费站;收费站,180200,[],顺德区,113.16353,22.689246,113.15812930121884,22.691985743660503,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7LP6019P,均安收费站(S20广中江高速入口),道路附属设施;收费站;收费站,180200,[],顺德区,113.163453,22.68942,113.158052148884,22.692159557110024,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7MP600W8,高赞收费站(S47广佛江珠高速出口杏坛南方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.20994,22.754217,113.20461470017408,22.75701949421368,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
BZ7LP601IP,新联收费站(S47广佛江珠高速出口顺德高新区方向),道路附属设施;收费站;收费站,180200,[],顺德区,113.212096,22.743437,113.20677421190425,22.74624566406068,[],广东省,佛山市,顺德区,道路附属设施,收费站,收费站
B0FFKJLDAV,忠义路,道路附属设施;警示信息;违章停车,180104,[],禅城区,113.133841,23.015313,113.12837120699533,23.01788294818397,[],广东省,佛山市,禅城区,道路附属设施,警示信息,违章停车
B0FFKKCRM6,忠义路,道路附属设施;警示信息;违章停车,180104,[],禅城区,113.132463,23.01506,113.1269915541944,23.017628242632817,[],广东省,佛山市,禅城区,道路附属设施,警示信息,违章停车
B0FFKKCRM5,忠义路,道路附属设施;警示信息;违章停车,180104,[],禅城区,113.131609,23.015997,113.12613648650128,23.018563741004325,[],广东省,佛山市,禅城区,道路附属设施,警示信息,违章停车
B0FFKGP0RQ,良缘路,道路附属设施;警示信息;违章停车,180104,[],禅城区,113.115946,23.030811,113.11045872141617,23.03335544792053,[],广东省,佛山市,禅城区,道路附属设施,警示信息,违章停车
B0FFKJLG91,祖庙路,道路附属设施;警示信息;违章停车,180104,[],禅城区,113.112567,23.029502,113.10707812111524,23.03204474249,[],广东省,佛山市,禅城区,道路附属设施,警示信息,违章停车
